"","n","id"
"14309",14309,"53e99f03b7602d97027d08f7"
"14310",14310,"53e997edb7602d9701fec4f3"
"14311",14311,"53e99a8cb7602d97023006e4"
"14312",14312,"53e9b6f4b7602d9704289f07"
"14313",14313,"53e9b27bb7602d9703d22937"
"14314",14314,"53e9b808b7602d97043b975f"
"14315",14315,"53e9b701b7602d97042980d4"
"14316",14316,"53e9a51db7602d9702e3fe6e"
"14317",14317,"53e99e04b7602d97026c7d86"
"14318",14318,"53e9baa0b7602d97046cdb6f"
"14319",14319,"53e9aa24b7602d9703393195"
"14320",14320,"53e998fcb7602d9702138b97"
"14321",14321,"53e9be6bb7602d9704b29b9c"
"14322",14322,"53e999ffb7602d9702248174"
"14323",14323,"56d81594dabfae2eee6f5b69"
"14324",14324,"558b3565e4b037c0875b9b20"
"14325",14325,"53e9996fb7602d97021b3b28"
"14326",14326,"53e9b7eeb7602d970439c21f"
"14327",14327,"5550460845ce0a409eb5b82f"
"14328",14328,"53e9aba4b7602d97035519f3"
"14329",14329,"558c8b10e4b00c3c48e2e1ca"
"14330",14330,"53e9adc7b7602d97037cdf84"
"14331",14331,"558bb02184ae6766fdeea810"
"14332",14332,"558b5162e4b0b32fcb3bfafa"
"14333",14333,"53e9b9dab7602d97045d2efa"
"14334",14334,"53e9a91ab7602d970326a6ec"
"14335",14335,"53e9a24db7602d9702b52a01"
"14336",14336,"53e9ac55b7602d9703627363"
"14337",14337,"53e9b350b7602d9703e25b64"
"14338",14338,"53e9b137b7602d9703bbac9b"
"14339",14339,"53e9ba23b7602d970462b733"
"14340",14340,"53e99c84b7602d970253890e"
"14341",14341,"53e9999eb7602d97021e6266"
"14342",14342,"53e9a76eb7602d97030a89c2"
"14343",14343,"53e9b1ddb7602d9703c6e251"
"14344",14344,"53e9a00ab7602d97028ea37d"
"14345",14345,"53e9ae76b7602d97038952d3"
"14346",14346,"53e99ec4b7602d970278fdc1"
"14347",14347,"558bc40784ae6766fdef1832"
"14348",14348,"558b413f84ae84d265c25b22"
"14349",14349,"53e9afb3b7602d9703a01c83"
"14350",14350,"53e9b666b7602d97041cb691"
"14351",14351,"53e9ac05b7602d97035c5370"
"14352",14352,"53e9b1a9b7602d9703c32e32"
"14353",14353,"53e99eedb7602d97027b6216"
"14354",14354,"5c872f2d4895d9cbc6f09fc2"
"14355",14355,"53e99ccab7602d9702581d46"
"14356",14356,"53e9bb14b7602d970474cd15"
"14357",14357,"53e9ab0db7602d97034936b7"
"14358",14358,"53e9aeddb7602d9703909760"
"14359",14359,"53e9b9d3b7602d97045cc756"
"14360",14360,"53e9b78ab7602d970432f3cb"
"14361",14361,"53e9b90ab7602d97044ee3f3"
"14362",14362,"5550437045ce0a409eb4773a"
"14363",14363,"558a7b9ee4b037c087576937"
"14364",14364,"53e99b26b7602d97023c0204"
"14365",14365,"53e9af4db7602d9703990576"
"14366",14366,"53e99fe4b7602d97028bffef"
"14367",14367,"53e9a1edb7602d9702aef1df"
"14368",14368,"558bffb584ae6766fdf079b9"
"14369",14369,"53e9b96fb7602d970455fe2f"
"14370",14370,"558c26a3e4b00c3c48e08935"
"14371",14371,"53e99e78b7602d970273ca0b"
"14372",14372,"53e9ba0bb7602d970460e0fe"
"14373",14373,"53e9993fb7602d970217b0f6"
"14374",14374,"53e9b672b7602d97041dc126"
"14375",14375,"53e9a255b7602d9702b5e263"
"14376",14376,"53e99a92b7602d970230b0c7"
"14377",14377,"53e9a91ab7602d970326b71e"
"14378",14378,"53e9aae6b7602d9703468224"
"14379",14379,"53e9a774b7602d97030ad411"
"14380",14380,"53e9bd70b7602d9704a12193"
"14381",14381,"53e9b565b7602d970409f3d1"
"14382",14382,"53e997e3b7602d9701fd85ee"
"14383",14383,"558c2716e4b00c3c48e08bc3"
"14384",14384,"53e9a62eb7602d9702f5ddd8"
"14385",14385,"53e9bdeeb7602d9704aa077a"
"14386",14386,"53e9af00b7602d97039365d3"
"14387",14387,"53e9a7e4b7602d9703125ccb"
"14388",14388,"53e9ad92b7602d970378fb43"
"14389",14389,"53e99f5cb7602d970282e0f7"
"14390",14390,"53e99867b7602d97020a3612"
"14391",14391,"558c06bde4b02b9f07a4a4fa"
"14392",14392,"53e9b476b7602d9703f762df"
"14393",14393,"53e9b97cb7602d970456dbcc"
"14394",14394,"53e9ae9cb7602d97038bfee4"
"14395",14395,"53e9a4e5b7602d9702e08ba5"
"14396",14396,"53e9acd3b7602d97036b0ae4"
"14397",14397,"53e9b54fb7602d9704084778"
"14398",14398,"558c226ee4b00c3c48e07197"
"14399",14399,"53e9b13eb7602d9703bc0a4e"
"14400",14400,"558b3488e4b031bae1fc163e"
"14401",14401,"53e9ac75b7602d970364674a"
"14402",14402,"53e9b0a5b7602d9703b14794"
"14403",14403,"53e998b0b7602d97020e85db"
"14404",14404,"53e9b532b7602d970406c493"
"14405",14405,"53e9a317b7602d9702c1eb51"
"14406",14406,"53e9ae11b7602d970382202f"
"14407",14407,"558bb191e4b00c3c48ddf0e6"
"14408",14408,"53e99e62b7602d9702729633"
"14409",14409,"53e9a839b7602d97031845fd"
"14410",14410,"53e9b5c8b7602d9704115e99"
"14411",14411,"53e9ad3bb7602d970371ed8b"
"14412",14412,"53e99b26b7602d97023bcacf"
"14413",14413,"53e9b64fb7602d97041ab658"
"14414",14414,"558c26c5e4b00c3c48e089f8"
"14415",14415,"53e9baf6b7602d970472e9b1"
"14416",14416,"53e9a958b7602d97032b2915"
"14417",14417,"558c8b05e4b00c3c48e2e18d"
"14418",14418,"56d92e7bdabfae2eeeeb481f"
"14419",14419,"56d92e7edabfae2eeeeb59bf"
"14420",14420,"56d92e81dabfae2eeeeb6511"
"14421",14421,"53e99cedb7602d97025a0c18"
"14422",14422,"53e9abf6b7602d97035b4238"
"14423",14423,"56d8e715dabfae2eee3822e0"
"14424",14424,"53e9ac76b7602d9703649576"
"14425",14425,"53e9b6d6b7602d970426390f"
"14426",14426,"53e9bd76b7602d9704a17e14"
"14427",14427,"53e9b45eb7602d9703f5e943"
"14428",14428,"5550460745ce0a409eb5b78e"
"14429",14429,"53e9b44bb7602d9703f47b07"
"14430",14430,"53e9af68b7602d97039ad7e1"
"14431",14431,"5c793d394895d9cbc6303fd1"
"14432",14432,"53e9987db7602d97020b5ed5"
"14433",14433,"556ff6302401b4b38c238b9a"
"14434",14434,"53e9a61fb7602d9702f4c7cd"
"14435",14435,"53e9b08ab7602d9703af5630"
"14436",14436,"56d8e716dabfae2eee382622"
"14437",14437,"53e9a863b7602d97031ae150"
"14438",14438,"53e99d44b7602d97025f8333"
"14439",14439,"53e9b572b7602d97040aede7"
"14440",14440,"53e9ad3bb7602d970371b8f9"
"14441",14441,"53e9b355b7602d9703e2e7cc"
"14442",14442,"53e9a9a2b7602d97032fd805"
"14443",14443,"53e9a7a5b7602d97030e0c31"
"14444",14444,"53e9bd17b7602d970499e6eb"
"14445",14445,"53e9a547b7602d9702e6d1eb"
"14446",14446,"53e9a0d1b7602d97029bacb5"
"14447",14447,"53e9b5fab7602d970415062c"
"14448",14448,"53e9b587b7602d97040ca947"
"14449",14449,"53e9a2dcb7602d9702be6ec5"
"14450",14450,"53e9a7ddb7602d970311c269"
"14451",14451,"53e9bb4bb7602d9704788d7e"
"14452",14452,"53e9997eb7602d97021c135d"
"14453",14453,"53e9b7b4b7602d97043608c4"
"14454",14454,"53e9a2c7b7602d9702bcdc95"
"14455",14455,"53e9b500b7602d970402eca2"
"14456",14456,"53e9b2f4b7602d9703db138e"
"14457",14457,"53e99f7eb7602d97028502f8"
"14458",14458,"53e99a0ab7602d9702258a64"
"14459",14459,"53e9b4ceb7602d9703fec87d"
"14460",14460,"53e9ad87b7602d970377b8e4"
"14461",14461,"53e9a1c3b7602d9702ab8ee0"
"14462",14462,"53e9bcb3b7602d9704934d72"
"14463",14463,"53e9a0eeb7602d97029db60f"
"14464",14464,"53e9bc79b7602d97048fbe5c"
"14465",14465,"53e9b891b7602d9704467da8"
"14466",14466,"53e9b338b7602d9703e0e0b9"
"14467",14467,"53e9a73cb7602d9703072e18"
"14468",14468,"53e9b1c2b7602d9703c5093a"
"14469",14469,"53e9b2efb7602d9703da911b"
"14470",14470,"53e99fe9b7602d97028c8c90"
"14471",14471,"53e9b65bb7602d97041bbd60"
"14472",14472,"53e9af94b7602d97039e01c4"
"14473",14473,"53e9b1bcb7602d9703c4a3b8"
"14474",14474,"53e9aa0fb7602d970337c5b9"
"14475",14475,"5550435745ce0a409eb4707d"
"14476",14476,"53e9a223b7602d9702b26192"
"14477",14477,"53e99ad1b7602d9702353049"
"14478",14478,"53e9b6c4b7602d9704250be9"
"14479",14479,"53e9a171b7602d9702a636c9"
"14480",14480,"53e9bd18b7602d97049a2402"
"14481",14481,"53e99a8cb7602d97023004b5"
"14482",14482,"53e9998bb7602d97021ce131"
"14483",14483,"53e9bdacb7602d9704a56e2f"
"14484",14484,"53e9a18db7602d9702a7d75e"
"14485",14485,"557e69576fee0fe990ca9665"
"14486",14486,"53e9a281b7602d9702b894b3"
"14487",14487,"53e9b55db7602d9704094d52"
"14488",14488,"557d90d7d19faf961d161d3b"
"14489",14489,"53e9a07ab7602d9702960f43"
"14490",14490,"558c4d1fe4b02b9f07a6504f"
"14491",14491,"53e99d1ab7602d97025cebfd"
"14492",14492,"53e9b2b8b7602d9703d64a9d"
"14493",14493,"53e99efbb7602d97027c9a4c"
"14494",14494,"53e99ea7b7602d970276edfa"
"14495",14495,"558a9f91e4b031bae1f8b5c7"
"14496",14496,"53e99d2fb7602d97025e6a14"
"14497",14497,"53e99f9bb7602d97028734d2"
"14498",14498,"53e9a3e7b7602d9702cffcff"
"14499",14499,"53e9b9b9b7602d97045ae563"
"14500",14500,"53e9add4b7602d97037deb51"
"14501",14501,"53e99ceeb7602d97025a5596"
"14502",14502,"53e9b11db7602d9703b9d7f4"
"14503",14503,"5c3f9962df5b8c0b3ccf546b"
"14504",14504,"53e9a97bb7602d97032d5959"
"14505",14505,"53e9a058b7602d970293aaa7"
"14506",14506,"557e30d9f6678c77ea220fd0"
"14507",14507,"53e9ae63b7602d970387d66b"
"14508",14508,"53e9afdab7602d9703a2bd4f"
"14509",14509,"53e9ad3bb7602d970371b9a7"
"14510",14510,"53e9a509b7602d9702e2d5b1"
"14511",14511,"53e9b5a8b7602d97040ef24d"
"14512",14512,"558a5b87e4b037c08756a7db"
"14513",14513,"53e9a2e5b7602d9702bf20cf"
"14514",14514,"53e9b2ccb7602d9703d763f7"
"14515",14515,"53e99e7fb7602d9702742c17"
"14516",14516,"53e9ac12b7602d97035d5049"
"14517",14517,"53e99bc0b7602d970246b946"
"14518",14518,"53e99e30b7602d97026f2142"
"14519",14519,"53e9af40b7602d9703981946"
"14520",14520,"53e9b740b7602d97042d83af"
"14521",14521,"558a55a3e4b031bae1f70410"
"14522",14522,"53e9bdeeb7602d9704aa0307"
"14523",14523,"53e9b937b7602d97045218db"
"14524",14524,"53e9b213b7602d9703cad7c6"
"14525",14525,"53e9aefbb7602d970392a799"
"14526",14526,"53e99e54b7602d97027193d6"
"14527",14527,"558a621ae4b031bae1f74f25"
"14528",14528,"53e9aab0b7602d97034299b0"
"14529",14529,"53e9aa8eb7602d970340a5b6"
"14530",14530,"53e9b47db7602d9703f83d19"
"14531",14531,"53e99fb5b7602d9702890550"
"14532",14532,"53e99a74b7602d97022e6441"
"14533",14533,"53e999e7b7602d970222e8ca"
"14534",14534,"558c198c84ae6766fdf10c27"
"14535",14535,"53e9b527b7602d970405b59d"
"14536",14536,"53e9ba9bb7602d97046c3573"
"14537",14537,"558a31ece4b0b32fcb35606d"
"14538",14538,"53e9a938b7602d970328ca08"
"14539",14539,"53e9a79eb7602d97030d90a9"
"14540",14540,"53e9adcdb7602d97037d2ad7"
"14541",14541,"53e9b0d8b7602d9703b53198"
"14542",14542,"558a31ece4b0b32fcb35606c"
"14543",14543,"53e99ca9b7602d970255ca0c"
"14544",14544,"53e9ba38b7602d9704646647"
"14545",14545,"53e99de1b7602d97026a20a2"
"14546",14546,"53e9b33eb7602d9703e153f0"
"14547",14547,"53e9b38fb7602d9703e73826"
"14548",14548,"53e9b9edb7602d97045e59e2"
"14549",14549,"53e9b931b7602d970451f5e5"
"14550",14550,"53e9a749b7602d970308004d"
"14551",14551,"53e9b857b7602d970441d33f"
"14552",14552,"53e9ab4fb7602d97034df63a"
"14553",14553,"53e9bdcdb7602d9704a7d4bb"
"14554",14554,"53e9adb6b7602d97037b70ef"
"14555",14555,"53e99822b7602d9702044791"
"14556",14556,"558a6c5fe4b031bae1f78cd9"
"14557",14557,"53e9a952b7602d97032aa6f4"
"14558",14558,"53e9a981b7602d97032da3fa"
"14559",14559,"557e0a446fee0fe990ca6962"
"14560",14560,"53e99fb5b7602d970288fb5c"
"14561",14561,"53e9b2a3b7602d9703d4ff68"
"14562",14562,"53e9ad5db7602d9703743866"
"14563",14563,"53e9a4b2b7602d9702dd494f"
"14564",14564,"53e999bbb7602d970220144b"
"14565",14565,"558bde5ce4b02b9f07a3b969"
"14566",14566,"53e9ba28b7602d970462efce"
"14567",14567,"558b06fee4b0b32fcb3a5017"
"14568",14568,"558b1ae6e4b031bae1fb8477"
"14569",14569,"53e9997eb7602d97021bdb8c"
"14570",14570,"53e99d1bb7602d97025d1c7b"
"14571",14571,"53e9a4d6b7602d9702df3a10"
"14572",14572,"53e9ad6cb7602d9703758b9a"
"14573",14573,"53e9a1f3b7602d9702af4fc1"
"14574",14574,"53e99b6ab7602d970240e486"
"14575",14575,"53e9ba4eb7602d9704663d62"
"14576",14576,"53e9ae69b7602d9703888b18"
"14577",14577,"53e9ae97b7602d97038baf6c"
"14578",14578,"53e9b41bb7602d9703f15bcc"
"14579",14579,"53e9bd1eb7602d97049aa45b"
"14580",14580,"53e9a877b7602d97031c5142"
"14581",14581,"53e99e7fb7602d970274225c"
"14582",14582,"558c196b84ae6766fdf10b5f"
"14583",14583,"53e9b62eb7602d9704186610"
"14584",14584,"53e9a5c5b7602d9702eef990"
"14585",14585,"53e9a981b7602d97032dac9b"
"14586",14586,"53e99f94b7602d97028691f4"
"14587",14587,"53e9b95bb7602d970454a58f"
"14588",14588,"53e99e99b7602d97027605fc"
"14589",14589,"53e9a92ab7602d970327aaa3"
"14590",14590,"53e9af19b7602d9703955559"
"14591",14591,"53e99c67b7602d97025197ab"
"14592",14592,"53e9a85cb7602d97031a8938"
"14593",14593,"53e99b1bb7602d97023b2786"
"14594",14594,"558b216ae4b037c0875b2a20"
"14595",14595,"53e9a569b7602d9702e90ac9"
"14596",14596,"53e9b451b7602d9703f4ed2d"
"14597",14597,"53e9aa61b7602d97033d66ef"
"14598",14598,"53e9a3c0b7602d9702ccedea"
"14599",14599,"573696636e3b12023e570307"
"14600",14600,"53e99d3eb7602d97025f54c4"
"14601",14601,"53e9af93b7602d97039d9fba"
"14602",14602,"53e9b30ab7602d9703dcff4f"
"14603",14603,"53e9a65fb7602d9702f8ee9f"
"14604",14604,"555040e645ce0a409eb37653"
"14605",14605,"53e9ab69b7602d9703506d4c"
"14606",14606,"53e9adc2b7602d97037c76a8"
"14607",14607,"53e9b3e2b7602d9703ece6ac"
"14608",14608,"53e9b9d3b7602d97045cbf49"
"14609",14609,"53e9a1c9b7602d9702ac0b31"
"14610",14610,"53e99c19b7602d97024c56f7"
"14611",14611,"53e9a74ab7602d9703084254"
"14612",14612,"53e9b97cb7602d970456a853"
"14613",14613,"53e9b316b7602d9703de20bf"
"14614",14614,"53e9b2e0b7602d9703d9513e"
"14615",14615,"53e99d9eb7602d970265ba01"
"14616",14616,"53e9bb7ab7602d97047bc566"
"14617",14617,"53e9a09fb7602d9702986255"
"14618",14618,"53e9a7f8b7602d970313846c"
"14619",14619,"53e9a562b7602d9702e86868"
"14620",14620,"573696486e3b12023e554db0"
"14621",14621,"558ab619e4b0b32fcb386941"
"14622",14622,"53e9a09fb7602d9702988462"
"14623",14623,"53e9bcbab7602d9704939723"
"14624",14624,"53e9ad68b7602d970374f9a4"
"14625",14625,"53e9ad68b7602d9703751a6e"
"14626",14626,"53e9ab65b7602d97035038c2"
"14627",14627,"53e9b3abb7602d9703e91843"
"14628",14628,"53e9b030b7602d9703a90d44"
"14629",14629,"53e9bca6b7602d970492556f"
"14630",14630,"53e9a9f6b7602d970335d7cb"
"14631",14631,"53e9b4abb7602d9703fb7ba3"
"14632",14632,"53e9acf6b7602d97036d1a93"
"14633",14633,"53e9acbcb7602d970369ab67"
"14634",14634,"53e9b7adb7602d9704354edd"
"14635",14635,"53e9b55db7602d97040956a1"
"14636",14636,"53e9987db7602d97020ba2e7"
"14637",14637,"53e9a232b7602d9702b3a0f4"
"14638",14638,"558b1483e4b0b32fcb3aa0e8"
"14639",14639,"53e9b360b7602d9703e3f9a2"
"14640",14640,"53e9a720b7602d9703055c9f"
"14641",14641,"53e9b682b7602d97041ee0f1"
"14642",14642,"53e9a154b7602d9702a44c4d"
"14643",14643,"53e9aca1b7602d970367c901"
"14644",14644,"53e9b532b7602d970406af52"
"14645",14645,"53e9a51db7602d9702e3feb5"
"14646",14646,"53e9b634b7602d97041912ec"
"14647",14647,"557dc36fd19faf961d163af3"
"14648",14648,"55828d5d0cf2bf7bae57b27a"
"14649",14649,"555040e845ce0a409eb376f0"
"14650",14650,"53e99c21b7602d97024d1a19"
"14651",14651,"558c5224e4b00c3c48e19c51"
"14652",14652,"557e7dfd6fee0fe990ca9ff9"
"14653",14653,"558b6218e4b037c0875c92e9"
"14654",14654,"53e9b95bb7602d9704546252"
"14655",14655,"53e9a4abb7602d9702dccf5e"
"14656",14656,"557e7b19f6678c77ea2232d7"
"14657",14657,"53e9b137b7602d9703bbab75"
"14658",14658,"53e9be1ab7602d9704ad37a9"
"14659",14659,"557da68b6fee0fe990ca2f79"
"14660",14660,"53e99a52b7602d97022b96ca"
"14661",14661,"53e9ad72b7602d9703761b34"
"14662",14662,"53e9b866b7602d970442efc8"
"14663",14663,"53e9af5ab7602d970399b967"
"14664",14664,"53e9b043b7602d9703aa6c66"
"14665",14665,"5583e9a60cf2fc72dff23236"
"14666",14666,"53e9b648b7602d97041a6fa4"
"14667",14667,"53e9a735b7602d970306dcb8"
"14668",14668,"557d7956d19faf961d160ffd"
"14669",14669,"53e99a2bb7602d97022873d3"
"14670",14670,"53e9a53fb7602d9702e6125a"
"14671",14671,"53e9aac3b7602d9703444001"
"14672",14672,"55828e540cf2bf7bae57b309"
"14673",14673,"53e9b851b7602d9704416962"
"14674",14674,"53e99ee6b7602d97027b12ad"
"14675",14675,"53e9aa66b7602d97033dbabb"
"14676",14676,"558ab700e4b037c08758bafc"
"14677",14677,"53e9b75bb7602d97042fea67"
"14678",14678,"53e9a620b7602d9702f50a4d"
"14679",14679,"557e4c9dd19faf961d168a5f"
"14680",14680,"558a2c2a84ae84d265bc090c"
"14681",14681,"557f58e0d19faf961d17088e"
"14682",14682,"53e9b802b7602d97043b18c7"
"14683",14683,"53e9ab7eb7602d9703525e07"
"14684",14684,"55828e060cf2bf7bae57b2e1"
"14685",14685,"53e9b648b7602d97041a46bc"
"14686",14686,"55828d790cf2bf7bae57b288"
"14687",14687,"53e9b18fb7602d9703c17fd1"
"14688",14688,"53e998b0b7602d97020eb268"
"14689",14689,"53e9ad26b7602d9703709557"
"14690",14690,"558ab76ce4b037c08758bd4c"
"14691",14691,"5c77f3e74895d9cbc669b9df"
"14692",14692,"53e9b0fbb7602d9703b7a137"
"14693",14693,"53e9a57db7602d9702ea8c52"
"14694",14694,"53e9bc1bb7602d9704880cf5"
"14695",14695,"557e4c9fd19faf961d168a61"
"14696",14696,"53e99cedb7602d97025a27bd"
"14697",14697,"53e9ab82b7602d970352e098"
"14698",14698,"53e9a366b7602d9702c70bb2"
"14699",14699,"53e9a734b7602d9703068d60"
"14700",14700,"53e999e7b7602d970222db83"
"14701",14701,"53e9a9e6b7602d9703347fb9"
"14702",14702,"573696446e3b12023e5505ef"
"14703",14703,"53e9bc21b7602d970488bc1c"
"14704",14704,"53e9980eb7602d9702027725"
"14705",14705,"53e9abfeb7602d97035bcc50"
"14706",14706,"53e9a1b5b7602d9702aa9786"
"14707",14707,"53e99cd2b7602d9702587258"
"14708",14708,"53e9b131b7602d9703bb567d"
"14709",14709,"53e99e04b7602d97026c5af7"
"14710",14710,"53e9a524b7602d9702e43fe2"
"14711",14711,"53e9a894b7602d97031e2691"
"14712",14712,"53e9a86ab7602d97031b815e"
"14713",14713,"557cf8e9f667eeed5619598d"
"14714",14714,"53e99c12b7602d97024c2038"
"14715",14715,"53e99eaeb7602d97027792f8"
"14716",14716,"53e9a4e5b7602d9702e08153"
"14717",14717,"53e9a711b7602d9703048754"
"14718",14718,"53e9a8eab7602d9703239a10"
"14719",14719,"53e9b2d2b7602d9703d8052e"
"14720",14720,"53e99cdfb7602d9702590cb2"
"14721",14721,"53e9aa56b7602d97033c1bc0"
"14722",14722,"53e9ac38b7602d97035fdc80"
"14723",14723,"53e9b36cb7602d9703e4a560"
"14724",14724,"53e99afdb7602d970238c565"
"14725",14725,"53e9ac33b7602d97035f8b4f"
"14726",14726,"558c522de4b00c3c48e19c80"
"14727",14727,"53e9aa6eb7602d97033e57cd"
"14728",14728,"53e9b6b4b7602d970423934c"
"14729",14729,"557cdc666feeaa8086da2ba5"
"14730",14730,"555040e645ce0a409eb3766f"
"14731",14731,"573696756e3b12023e581305"
"14732",14732,"53e99f12b7602d97027e01a3"
"14733",14733,"53e9a02db7602d97029135fb"
"14734",14734,"53e9be3cb7602d9704af8aa3"
"14735",14735,"558ab6a1e4b037c08758b8d8"
"14736",14736,"558b61ace4b0b32fcb3c4a11"
"14737",14737,"53e9ab6fb7602d970350e269"
"14738",14738,"53e9bc36b7602d97048aa677"
"14739",14739,"53e9be09b7602d9704abe663"
"14740",14740,"53e99aecb7602d9702376986"
"14741",14741,"53e9ab37b7602d97034c421f"
"14742",14742,"53e99df1b7602d97026b4f2e"
"14743",14743,"53e99d36b7602d97025eb53c"
"14744",14744,"53e9bdb9b7602d9704a674b4"
"14745",14745,"53e99842b7602d970206e1bc"
"14746",14746,"53e9984fb7602d9702082dfb"
"14747",14747,"53e99bf0b7602d970249be67"
"14748",14748,"53e99854b7602d970208e644"
"14749",14749,"53e9abdab7602d97035932c5"
"14750",14750,"53e997ecb7602d9701fe963d"
"14751",14751,"53e99a14b7602d9702269891"
"14752",14752,"53e9b4c3b7602d9703fdf41d"
"14753",14753,"53e99bf7b7602d97024a2d8a"
"14754",14754,"53e99bb9b7602d9702463a04"
"14755",14755,"53e99b8db7602d97024350fe"
"14756",14756,"53e99b04b7602d970239190c"
"14757",14757,"53e9b048b7602d9703aa92d4"
"14758",14758,"557e12a06fee0fe990ca6c73"
"14759",14759,"558a4d03e4b037c0875651f9"
"14760",14760,"53e9b010b7602d9703a69a60"
"14761",14761,"53e99f64b7602d9702837ccf"
"14762",14762,"53e9b7bbb7602d97043647f8"
"14763",14763,"557dbd636fee0fe990ca3d61"
"14764",14764,"53e99ec3b7602d970278c331"
"14765",14765,"53e99c36b7602d97024e539e"
"14766",14766,"53e9b206b7602d9703c9df0d"
"14767",14767,"53e9a539b7602d9702e5d0ae"
"14768",14768,"56d92e82dabfae2eeeeb6781"
"14769",14769,"53e9ba90b7602d97046b8eaf"
"14770",14770,"53e9b930b7602d970451bffc"
"14771",14771,"53e9b247b7602d9703ce87c7"
"14772",14772,"56d929f2dabfae2eeed29354"
"14773",14773,"53e99d9eb7602d970265db99"
"14774",14774,"558a49f7e4b037c087563f9d"
"14775",14775,"557d1bbbf667eeed56197b1c"
"14776",14776,"557cfb856feeaa8086da4abe"
"14777",14777,"558ab6f084ae84d265bf3829"
"14778",14778,"53e9a58cb7602d9702eb5653"
"14779",14779,"53e9bb6cb7602d97047ad990"
"14780",14780,"53e9a7f1b7602d9703131cc4"
"14781",14781,"558ab6ebe4b037c08758ba85"
"14782",14782,"573696486e3b12023e5552e6"
"14783",14783,"53e9ad12b7602d97036f3575"
"14784",14784,"53e9bb44b7602d970478478e"
"14785",14785,"53e9b8e8b7602d97044c7e26"
"14786",14786,"5736958c6e3b12023e4acac5"
"14787",14787,"557d916dd19faf961d161d8b"
"14788",14788,"53e9bcfdb7602d97049871c4"
"14789",14789,"53e9b577b7602d97040b3565"
"14790",14790,"55828d180cf2bf7bae57b24d"
"14791",14791,"557cf902f667eeed561959a0"
"14792",14792,"53e99f70b7602d9702845d3f"
"14793",14793,"56d9152adabfae2eee551c5a"
"14794",14794,"53e9b55db7602d97040974c2"
"14795",14795,"557e11f26fee0fe990ca6c03"
"14796",14796,"53e9a1edb7602d9702aeb003"
"14797",14797,"55828db70cf2bf7bae57b2af"
"14798",14798,"557d90fcd19faf961d161d4e"
"14799",14799,"558a2b61e4b031bae1f612d9"
"14800",14800,"53e9b436b7602d9703f2ca6b"
"14801",14801,"53e9b628b7602d97041840b3"
"14802",14802,"557e13fa6fee0fe990ca6d32"
"14803",14803,"53e9a058b7602d970293c678"
"14804",14804,"557f1c3e6fee0fe990caed8a"
"14805",14805,"53e9a246b7602d9702b4f87c"
"14806",14806,"53e9992bb7602d9702169cd6"
"14807",14807,"53e99a8cb7602d970230130d"
"14808",14808,"558a4cd3e4b037c0875650c6"
"14809",14809,"558a2c2f84ae84d265bc092e"
"14810",14810,"53e9bae6b7602d9704715b39"
"14811",14811,"53e9a447b7602d9702d6347e"
"14812",14812,"53e9b213b7602d9703cac71a"
"14813",14813,"5550468c45ce0a409eb5f4be"
"14814",14814,"53e9b26fb7602d9703d14b3d"
"14815",14815,"558a3039e4b031bae1f62c11"
"14816",14816,"55828e230cf2bf7bae57b2ef"
"14817",14817,"53e99bf8b7602d97024a5c63"
"14818",14818,"55828dcf0cf2bf7bae57b2bd"
"14819",14819,"53e9b310b7602d9703dda1e0"
"14820",14820,"53e9b7c1b7602d970436d275"
"14821",14821,"558a6202e4b031bae1f74e9c"
"14822",14822,"53e9a48eb7602d9702daa79b"
"14823",14823,"53e9b63ab7602d97041963c6"
"14824",14824,"53e9b429b7602d9703f21cc9"
"14825",14825,"53e9ae43b7602d970385bf7a"
"14826",14826,"53e9b2d1b7602d9703d7dae0"
"14827",14827,"53e9a981b7602d97032d99e1"
"14828",14828,"53e9ae17b7602d9703825403"
"14829",14829,"53e9a5beb7602d9702ee7c93"
"14830",14830,"53e9a14cb7602d9702a3e8f3"
"14831",14831,"53e9a1dbb7602d9702ad6d03"
"14832",14832,"557cf9c1f667eeed56195a5d"
"14833",14833,"53e9a501b7602d9702e254b0"
"14834",14834,"53e99ae2b7602d9702368fbc"
"14835",14835,"557d910fd19faf961d161d57"
"14836",14836,"53e9be03b7602d9704ab76a7"
"14837",14837,"53e9adcdb7602d97037d33ca"
"14838",14838,"53e99c4bb7602d97024f94a2"
"14839",14839,"53e99905b7602d9702143b23"
"14840",14840,"5736958c6e3b12023e4ac9a6"
"14841",14841,"53e9b3abb7602d9703e91601"
"14842",14842,"5583d7f70cf2fc72dff22a33"
"14843",14843,"53e9b350b7602d9703e26849"
"14844",14844,"557cf9d4f667eeed56195a70"
"14845",14845,"53e9af67b7602d97039a870d"
"14846",14846,"53e9bc42b7602d97048b65cb"
"14847",14847,"53e9a108b7602d97029f8a89"
"14848",14848,"53e9b768b7602d970430df9b"
"14849",14849,"53e99cedb7602d97025a411c"
"14850",14850,"53e9a841b7602d970318d3d2"
"14851",14851,"555040e645ce0a409eb3763d"
"14852",14852,"53e9bb23b7602d970475f9b8"
"14853",14853,"53e999fbb7602d97022464df"
"14854",14854,"53e9ba6ab7602d970468d62c"
"14855",14855,"53e9badfb7602d970471006b"
"14856",14856,"53e998b8b7602d97020f4ff8"
"14857",14857,"557d03c7f667eeed56196424"
"14858",14858,"53e9a71fb7602d9703053907"
